model,k,metric,observed_mean,observed_std
anthropic-claude-3.7-sonnet,1,ratio_max,0.2931011091511727,0.30807792480950935
anthropic-claude-3.7-sonnet,1,ratio_mean,0.2931011091511727,0.30807792480950935
anthropic-claude-3.7-sonnet,1,ratio_min,0.2931011091511727,0.30807792480950935
anthropic-claude-3.7-sonnet,2,ratio_max,0.39573393352879266,0.35269975267200315
anthropic-claude-3.7-sonnet,2,ratio_mean,0.2891716071759228,0.2455334844290193
anthropic-claude-3.7-sonnet,2,ratio_min,0.15487616958205191,0.1869796114606198
anthropic-claude-3.7-sonnet,3,ratio_max,0.5525669108584805,0.3445128707330965
anthropic-claude-3.7-sonnet,3,ratio_mean,0.3348698802602069,0.1935993983986175
anthropic-claude-3.7-sonnet,3,ratio_min,0.12935592185592187,0.21676452920930606
anthropic-claude-3.7-sonnet,4,ratio_max,0.5905920501400128,0.3267684462793311
anthropic-claude-3.7-sonnet,4,ratio_mean,0.35766958877240496,0.21058110606114255
anthropic-claude-3.7-sonnet,4,ratio_min,0.0650595238095238,0.11271256654798996
anthropic-claude-3.7-sonnet,5,ratio_max,0.6596251287698657,0.28700064459685976
anthropic-claude-3.7-sonnet,5,ratio_mean,0.41447466167948244,0.20840124285425582
anthropic-claude-3.7-sonnet,5,ratio_min,0.11069444444444443,0.24470393423911022
anthropic-claude-3.7-sonnet,6,ratio_max,0.7130536412058152,0.2767585315644128
anthropic-claude-3.7-sonnet,6,ratio_mean,0.43610076574835954,0.22377762827126677
anthropic-claude-3.7-sonnet,6,ratio_min,0.08214285714285714,0.230612363715833
anthropic-claude-3.7-sonnet,7,ratio_max,0.764958218110392,0.2769926149614945
anthropic-claude-3.7-sonnet,7,ratio_mean,0.4645517328392145,0.2260302043307399
anthropic-claude-3.7-sonnet,7,ratio_min,0.13916666666666666,0.31003088885913227
