prompt_id,ratio_max@1,ratio_mean@1,ratio_min@1,ratio_max@2,ratio_mean@2,ratio_min@2,ratio_max@3,ratio_mean@3,ratio_min@3,ratio_max@4,ratio_mean@4,ratio_min@4,ratio_max@5,ratio_mean@5,ratio_min@5,ratio_max@6,ratio_mean@6,ratio_min@6,ratio_max@7,ratio_mean@7,ratio_min@7
291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,0.525,0.525,0.525,0.525,0.5342465753424658,0.5454545454545454,0.7,0.6633663366336634,0.6428571428571429,0.7,0.6356589147286822,0.5357142857142857,0.7,0.66,0.7142857142857143,1.0,0.8273809523809524,0.8333333333333334,1.0,0.8378378378378378,0.8823529411764706
291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,1.0,1.0,1.0,1.0,0.7241379310344828,0.4482758620689655,1.0,0.6829268292682927,0.5416666666666666,1.0,0.638095238095238,0.4782608695652174,1.0,0.6535433070866142,0.5,1.0,0.6620689655172414,0.6111111111111112,1.0,0.6832298136645962,0.6875
291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.6612903225806451,0.4642857142857143,0.8235294117647058,0.625,0.5,0.8235294117647058,0.6371681415929203,0.52,0.8235294117647058,0.6412213740458016,0.6666666666666666,0.8235294117647058,0.6711409395973155,0.6666666666666666,0.8235294117647058,0.6686746987951807,0.6470588235294118
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.4827586206896552,0.49122807017543857,0.5,0.6896551724137931,0.6075949367088608,0.6363636363636364,0.6896551724137931,0.6262626262626263,0.7,0.9655172413793104,0.7563025210084033,0.7,0.9655172413793104,0.753623188405797,0.7368421052631579,0.9655172413793104,0.7483870967741937,0.7058823529411765
291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,1.0,1.0,1.0,1.0,0.803030303030303,0.48,1.0,0.7752808988764045,0.5217391304347826,1.0,0.7407407407407407,0.5789473684210527,1.0,0.7580645161290323,0.6875,1.0,0.7857142857142857,0.6875,1.0,0.7935483870967743,0.7333333333333333
294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,0.42424242424242425,0.42424242424242425,0.42424242424242425,0.9090909090909091,0.6984126984126984,0.4666666666666667,0.9090909090909091,0.7912087912087913,0.5,0.9090909090909091,0.7699115044247787,0.6363636363636364,1.0,0.8955223880597015,0.6666666666666666,1.0,0.953020134228188,0.9333333333333333,1.0,1.0,1.0
294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.4074074074074074,0.35135135135135137,0.4772727272727273,0.4778761061946903,0.40625,0.8409090909090909,0.6791044776119403,0.6190476190476191,0.8409090909090909,0.7142857142857143,0.65,0.8409090909090909,0.6954022988505748,0.55,0.8409090909090909,0.7253886010362693,0.5789473684210527
294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.8064516129032258,0.6428571428571429,0.44,0.8064516129032258,0.6842105263157895,0.55,0.8064516129032258,0.7446808510638298,0.6111111111111112,0.8064516129032258,0.7589285714285715,0.6111111111111112,0.8064516129032258,0.8046875000000001,0.6875,0.8064516129032258,0.7972027972027972,0.7333333333333333
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.5,0.6111111111111112,0.46153846153846156,0.5483870967741935,0.6111111111111112,0.6153846153846154,0.6410256410256411,0.6875,0.6153846153846154,0.6702127659574467,0.6875,0.6153846153846154,0.7000000000000001,0.6875,0.6923076923076923,0.7661290322580645,0.7857142857142857
294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.6923076923076923,0.5,0.8571428571428571,0.6382978723404256,0.5172413793103449,0.8571428571428571,0.6475409836065574,0.5357142857142857,0.8571428571428571,0.625,0.5,0.8571428571428571,0.6625766871165644,0.5789473684210527,0.8571428571428571,0.6629834254143646,0.6111111111111112
309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,0.4915254237288136,0.4915254237288136,0.4915254237288136,0.4915254237288136,0.4787234042553192,0.45714285714285713,0.4915254237288136,0.4552845528455285,0.3793103448275862,0.4915254237288136,0.4473684210526316,0.3793103448275862,0.4915254237288136,0.5222222222222223,0.39285714285714285,0.4915254237288136,0.5097087378640777,0.4230769230769231,0.4915254237288136,0.5,0.4230769230769231
309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5849056603773585,0.6,0.7142857142857143,0.6986301369863014,0.75,0.7142857142857143,0.6923076923076923,0.6666666666666666,0.7142857142857143,0.7102803738317757,0.75,0.7142857142857143,0.7154471544715447,0.75,0.8928571428571429,0.8129496402877697,0.75
309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5178571428571429,0.5,1.0,0.7564102564102565,0.5909090909090909,1.0,0.8080808080808081,0.6190476190476191,1.0,0.8166666666666668,0.6190476190476191,1.0,0.7785714285714287,0.55,1.0,0.7848101265822784,0.6111111111111112
309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.725,0.7368421052631579,0.7142857142857143,0.7068965517241379,0.6666666666666666,0.7142857142857143,0.6933333333333334,0.6470588235294118,0.8095238095238095,0.7666666666666667,0.7333333333333333,0.8095238095238095,0.7788461538461539,0.7857142857142857,0.8095238095238095,0.788135593220339,0.7857142857142857
309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.45614035087719296,0.65,0.43243243243243246,0.5526315789473685,0.6842105263157895,0.43243243243243246,0.6063829787234043,0.7222222222222222,0.43243243243243246,0.625,0.7222222222222222,0.5405405405405406,0.703125,0.8125,0.5405405405405406,0.7132867132867133,0.8
316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,0.6,0.6,0.6,0.95,0.775,0.6,0.95,0.711864406779661,0.5789473684210527,0.95,0.7066666666666667,0.6875,0.95,0.7582417582417583,0.6875,1.0,0.8640776699029126,0.9166666666666666,1.0,0.9210526315789475,1.0
316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.9130434782608695,0.75,0.5714285714285714,0.9130434782608695,0.6923076923076923,0.5714285714285714,0.9130434782608695,0.7228915662650602,0.6666666666666666,0.9130434782608695,0.7244897959183673,0.7333333333333333,0.9130434782608695,0.75,0.7857142857142857,1.0,0.8492063492063493,0.7857142857142857
316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.5116279069767442,0.55,0.6086956521739131,0.5806451612903225,0.5789473684210527,0.6086956521739131,0.6025641025641025,0.6875,0.6086956521739131,0.641304347826087,0.7857142857142857,0.6086956521739131,0.6886792452830188,0.7857142857142857,1.0,0.8067226890756302,0.8461538461538461
316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.425531914893617,0.47761194029850745,0.6,0.425531914893617,0.5348837209302325,0.631578947368421,0.425531914893617,0.5865384615384616,0.6666666666666666,0.425531914893617,0.6083333333333333,0.75,0.425531914893617,0.6592592592592593,0.8,0.425531914893617,0.6866666666666666,0.8
316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,0.8,0.8,0.8,0.8,0.7894736842105263,0.7777777777777778,0.8,0.7777777777777778,0.75,0.8,0.7794117647058824,0.7857142857142857,1.0,0.9125,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0
